date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
1992-11-06T00:00:00,Minnesota Timberwolves,Chuck Person,Starter,42.7,9,18,0.5,1,5,0.2,5,9,0.556,2,3,5,7,0,0,4,3,24,
1992-11-06T00:00:00,Los Angeles Clippers,Gary Grant,Reserve,18.3,1,3,0.33299999999999996,0,1,0.0,1,1,1.0,0,1,1,2,3,0,1,1,3,
1992-11-06T00:00:00,Los Angeles Clippers,Elmore Spencer,Reserve,15.25,1,3,0.33299999999999996,0,0,,0,0,,1,4,5,1,0,1,0,3,2,
1992-11-06T00:00:00,Orlando Magic,Nick Anderson,Starter,42.7,17,26,0.654,3,6,0.5,5,12,0.41700000000000004,2,6,8,6,5,0,3,4,42,
1992-11-06T00:00:00,Orlando Magic,Shaquille O'Neal,Starter,32.53333333333333,4,8,0.5,0,0,,4,7,0.5710000000000001,5,13,18,2,1,3,8,6,12,
1992-11-06T00:00:00,Orlando Magic,Scott Skiles,Starter,29.48333333333333,4,8,0.5,0,1,0.0,5,5,1.0,0,1,1,6,0,0,3,5,13,
1992-11-06T00:00:00,Orlando Magic,Terry Catledge,Starter,11.183333333333335,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,2,2,
1992-11-06T00:00:00,Orlando Magic,Jeff Turner,Reserve,25.41666666666667,2,2,1.0,0,0,,1,2,0.5,0,1,1,4,2,0,1,3,5,
1992-11-06T00:00:00,Orlando Magic,Chris Corchiani,Reserve,19.316666666666666,2,3,0.667,0,0,,1,1,1.0,0,1,1,5,2,0,2,2,5,
1992-11-06T00:00:00,Orlando Magic,Anthony Bowie,Reserve,18.3,2,4,0.5,0,0,,0,0,,0,1,1,0,1,0,0,5,4,
1992-11-06T00:00:00,Orlando Magic,Greg Kite,Reserve,14.233333333333333,0,0,,0,0,,0,0,,0,4,4,0,0,0,1,4,0,
1992-11-06T00:00:00,Orlando Magic,Donald Royal,Reserve,5.083333333333333,0,2,0.0,0,0,,0,0,,1,0,1,1,0,0,0,1,0,
1992-11-06T00:00:00,Los Angeles Clippers,Kiki Vandeweghe,Reserve,20.33333333333333,6,10,0.6,0,2,0.0,4,4,1.0,0,3,3,1,0,0,0,3,16,
1992-11-06T00:00:00,Boston Celtics,Rick Fox,Reserve,23.38333333333333,5,6,0.833,0,1,0.0,3,4,0.75,2,2,4,2,2,1,1,3,13,
1992-11-06T00:00:00,Boston Celtics,Joe Kleine,Reserve,18.3,4,7,0.5710000000000001,0,0,,0,0,,4,7,11,1,0,1,1,2,8,
1992-11-06T00:00:00,Boston Celtics,Kevin McHale,Reserve,8.133333333333333,1,3,0.33299999999999996,0,0,,0,0,,0,0,0,0,0,0,0,0,2,
1992-11-06T00:00:00,Boston Celtics,Joe Wolf,Reserve,3.05,0,0,,0,0,,1,2,0.5,0,1,1,0,0,1,1,1,1,
1992-11-06T00:00:00,Boston Celtics,Bart Kofoed,Reserve,2.033333333333333,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
1992-11-06T00:00:00,Charlotte Hornets,Tony Bennett,Reserve,13.216666666666667,1,2,0.5,0,0,,1,2,0.5,0,0,0,5,1,0,4,0,3,
1992-11-06T00:00:00,Charlotte Hornets,Mike Gminski,Reserve,4.066666666666666,1,1,1.0,0,0,,0,0,,0,0,0,0,0,1,0,1,2,
1992-11-06T00:00:00,Utah Jazz,Tim Legler,Reserve,1.0166666666666666,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
1992-11-06T00:00:00,Utah Jazz,John Crotty,Reserve,1.0166666666666666,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,1,
1992-11-06T00:00:00,Utah Jazz,Stephen Howard,Reserve,1.0166666666666666,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,
1992-11-06T00:00:00,Utah Jazz,Isaac Austin,Reserve,6.1,3,4,0.75,0,0,,1,1,1.0,0,2,2,0,0,1,1,2,7,
1992-11-06T00:00:00,Orlando Magic,Bison Dele,Reserve,2.033333333333333,0,0,,0,0,,0,0,,0,0,0,0,1,0,2,1,0,
1992-11-06T00:00:00,Boston Celtics,Ed Pinckney,Reserve,22.36666666666667,1,2,0.5,0,0,,0,0,,1,4,5,0,1,3,0,2,2,
1992-11-06T00:00:00,New Jersey Nets,Dražen Petrović,Starter,40.66666666666666,9,18,0.5,1,1,1.0,8,8,1.0,0,3,3,3,2,1,2,4,27,
1992-11-06T00:00:00,Los Angeles Clippers,John Williams,Reserve,35.583333333333336,4,9,0.444,0,0,,2,2,1.0,0,4,4,6,2,1,3,4,10,
1992-11-06T00:00:00,Los Angeles Clippers,Ken Norman,Starter,32.53333333333333,5,12,0.41700000000000004,0,0,,1,3,0.33299999999999996,4,5,9,2,0,1,3,5,11,
1992-11-06T00:00:00,Cleveland Cavaliers,Hot Rod Williams,Reserve,31.516666666666666,4,11,0.364,0,0,,0,0,,3,2,5,0,0,5,1,0,8,
1992-11-06T00:00:00,Cleveland Cavaliers,Gerald Wilkins,Reserve,17.283333333333335,5,8,0.625,0,0,,0,0,,1,1,2,1,1,0,1,1,10,
1992-11-06T00:00:00,Cleveland Cavaliers,Terrell Brandon,Reserve,13.216666666666667,1,5,0.2,0,1,0.0,1,2,0.5,0,3,3,1,0,0,1,0,3,
1992-11-06T00:00:00,Cleveland Cavaliers,Danny Ferry,Reserve,12.2,0,3,0.0,0,0,,2,2,1.0,2,2,4,1,1,1,1,2,2,
1992-11-06T00:00:00,Atlanta Hawks,Travis Mays,Starter,32.53333333333333,3,5,0.6,1,2,0.5,1,2,0.5,1,2,3,4,0,0,4,2,8,
1992-11-06T00:00:00,Atlanta Hawks,Morlon Wiley,Starter,22.36666666666667,2,4,0.5,1,2,0.5,0,0,,0,0,0,4,1,0,2,3,5,
1992-11-06T00:00:00,Atlanta Hawks,Blair Rasmussen,Starter,22.36666666666667,2,4,0.5,0,0,,0,0,,0,1,1,1,0,0,0,4,4,
1992-11-06T00:00:00,Atlanta Hawks,Mookie Blaylock,Reserve,26.43333333333333,1,2,0.5,0,0,,0,0,,0,2,2,8,3,1,3,2,2,
1992-11-06T00:00:00,Atlanta Hawks,Paul Graham,Reserve,16.266666666666666,3,7,0.429,0,0,,2,2,1.0,2,1,3,1,0,0,1,2,8,
1992-11-06T00:00:00,Atlanta Hawks,Duane Ferrell,Reserve,12.2,2,2,1.0,0,0,,0,0,,0,0,0,3,0,0,0,0,4,
1992-11-06T00:00:00,Atlanta Hawks,Jon Koncak,Reserve,12.2,0,0,,0,0,,0,0,,1,2,3,3,0,1,1,1,0,
1992-11-06T00:00:00,Los Angeles Clippers,Stanley Roberts,Starter,16.266666666666666,2,5,0.4,0,0,,1,2,0.5,0,3,3,0,0,1,2,3,5,
1992-11-06T00:00:00,Atlanta Hawks,Jeff Sanders,Reserve,10.166666666666666,1,2,0.5,0,0,,1,2,0.5,0,1,1,0,1,1,1,2,3,
1992-11-06T00:00:00,Detroit Pistons,Joe Dumars,Starter,41.68333333333333,7,18,0.389,2,4,0.5,5,6,0.833,1,0,1,5,2,0,5,3,21,
1992-11-06T00:00:00,Detroit Pistons,Isiah Thomas,Starter,38.63333333333333,4,25,0.16,0,9,0.0,2,5,0.4,1,3,4,7,2,0,4,5,10,
1992-11-06T00:00:00,Detroit Pistons,Mark Aguirre,Starter,35.583333333333336,4,9,0.444,0,1,0.0,10,12,0.833,4,7,11,1,1,1,3,1,18,
1992-11-06T00:00:00,Detroit Pistons,Orlando Woolridge,Starter,26.43333333333333,5,10,0.5,0,0,,0,0,,3,2,5,1,0,0,1,2,10,
1992-11-06T00:00:00,Detroit Pistons,Olden Polynice,Starter,18.3,1,5,0.2,0,0,,2,8,0.25,6,3,9,0,0,0,0,2,4,
