date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
1983-10-28T00:00:00,Atlanta Hawks,Dominique Wilkins,Starter,34.56666666666667,12,17,0.706,0,0,,3,6,0.5,4.0,4.0,8,1,3.0,1,4.0,3,27,
1983-10-28T00:00:00,Golden State Warriors,Lester Conner,Starter,31.516666666666666,5,12,0.41700000000000004,0,0,,0,0,,4.0,1.0,5,5,2.0,0,2.0,2,10,
1983-10-28T00:00:00,Golden State Warriors,Larry Smith,Starter,29.48333333333333,3,5,0.6,0,0,,0,2,0.0,4.0,5.0,9,4,0.0,1,3.0,5,6,
1983-10-28T00:00:00,Golden State Warriors,Mickey Johnson,Starter,25.41666666666667,0,7,0.0,0,0,,9,14,0.643,2.0,4.0,6,2,1.0,0,1.0,5,9,
1983-10-28T00:00:00,Golden State Warriors,Purvis Short,Reserve,32.53333333333333,8,16,0.5,0,0,,6,6,1.0,2.0,1.0,3,6,2.0,0,3.0,4,22,
1983-10-28T00:00:00,Golden State Warriors,Mike Bratz,Reserve,17.283333333333335,3,7,0.429,0,0,,0,0,,0.0,1.0,1,2,1.0,0,2.0,2,6,
1983-10-28T00:00:00,Golden State Warriors,Pace Mannion,Reserve,15.25,1,3,0.33299999999999996,0,0,,0,0,,2.0,2.0,4,3,0.0,0,0.0,4,2,
1983-10-28T00:00:00,Golden State Warriors,Chris Engler,Reserve,13.216666666666667,2,6,0.33299999999999996,0,0,,0,1,0.0,2.0,2.0,4,0,0.0,0,1.0,1,4,
1983-10-28T00:00:00,Golden State Warriors,Darren Tillis,Reserve,7.116666666666666,0,1,0.0,0,0,,0,0,,0.0,1.0,1,0,0.0,0,1.0,2,0,
1983-10-28T00:00:00,Indiana Pacers,Granville Waiters,Reserve,10.166666666666666,2,4,0.5,0,0,,0,0,,1.0,1.0,2,1,0.0,2,1.0,2,4,
1983-10-28T00:00:00,Indiana Pacers,Leroy Combs,Reserve,7.116666666666666,0,2,0.0,0,0,,0,0,,1.0,3.0,4,1,0.0,0,1.0,1,0,
1983-10-28T00:00:00,Milwaukee Bucks,Sidney Moncrief,Starter,30.5,9,14,0.643,0,0,,2,3,0.667,0.0,5.0,5,2,2.0,1,3.0,1,20,
1983-10-28T00:00:00,Milwaukee Bucks,Marques Johnson,Starter,26.43333333333333,10,21,0.47600000000000003,0,0,,4,7,0.5710000000000001,5.0,6.0,11,3,3.0,0,1.0,4,24,
1983-10-28T00:00:00,Milwaukee Bucks,Bob Lanier,Starter,23.38333333333333,3,5,0.6,0,0,,3,4,0.75,0.0,5.0,5,3,2.0,1,2.0,1,9,
1983-10-28T00:00:00,Milwaukee Bucks,Alton Lister,Starter,22.36666666666667,1,9,0.111,0,0,,0,0,,5.0,5.0,10,2,2.0,6,2.0,4,2,
1983-10-28T00:00:00,Milwaukee Bucks,Tiny Archibald,Starter,21.35,4,4,1.0,0,0,,2,2,1.0,0.0,2.0,2,3,1.0,0,3.0,3,10,
1983-10-28T00:00:00,Milwaukee Bucks,Paul Pressey,Reserve,29.48333333333333,3,8,0.375,0,0,,0,0,,2.0,10.0,12,2,0.0,1,3.0,0,6,
1983-10-28T00:00:00,Milwaukee Bucks,Junior Bridgeman,Reserve,25.41666666666667,5,11,0.455,0,0,,3,4,0.75,2.0,0.0,2,5,0.0,0,2.0,4,13,
1983-10-28T00:00:00,New York Knicks,Rory Sparrow,Starter,34.56666666666667,4,7,0.5710000000000001,2,2,1.0,6,6,1.0,0.0,3.0,3,4,0.0,0,4.0,2,16,
1983-10-28T00:00:00,New York Knicks,Truck Robinson,Starter,28.466666666666665,3,9,0.33299999999999996,0,0,,2,4,0.5,3.0,1.0,4,1,0.0,0,3.0,5,8,
1983-10-28T00:00:00,Golden State Warriors,Sleepy Floyd,Starter,33.55,7,13,0.5379999999999999,0,0,,7,7,1.0,1.0,2.0,3,4,3.0,0,2.0,3,21,
1983-10-28T00:00:00,San Diego Clippers,Hank McDowell,Reserve,14.233333333333333,1,2,0.5,0,0,,0,0,,0.0,3.0,3,0,0.0,0,1.0,1,2,
1983-10-28T00:00:00,San Diego Clippers,Billy McKinney,Reserve,14.233333333333333,1,3,0.33299999999999996,0,0,,0,0,,0.0,1.0,1,0,0.0,0,1.0,1,2,
1983-10-28T00:00:00,San Diego Clippers,Derek Smith,Reserve,15.25,3,5,0.6,0,0,,2,4,0.5,0.0,0.0,0,2,0.0,0,0.0,1,8,
1983-10-28T00:00:00,Detroit Pistons,Terry Tyler,Reserve,23.38333333333333,5,13,0.385,0,1,0.0,5,7,0.7140000000000001,1.0,2.0,3,1,1.0,0,1.0,1,15,
1983-10-28T00:00:00,Detroit Pistons,Walker Russell,Reserve,22.36666666666667,2,6,0.33299999999999996,0,0,,6,6,1.0,0.0,2.0,2,3,1.0,0,2.0,3,10,
1983-10-28T00:00:00,Detroit Pistons,Vinnie Johnson,Reserve,21.35,0,4,0.0,0,0,,2,2,1.0,1.0,1.0,2,3,2.0,0,0.0,2,2,
1983-10-28T00:00:00,Detroit Pistons,Ray Tolbert,Reserve,18.3,4,6,0.667,0,0,,0,2,0.0,3.0,2.0,5,1,0.0,2,3.0,5,8,
1983-10-28T00:00:00,Detroit Pistons,Kent Benson,Reserve,14.233333333333333,1,3,0.33299999999999996,0,0,,2,2,1.0,0.0,3.0,3,1,0.0,1,0.0,2,4,
1983-10-28T00:00:00,Denver Nuggets,Kiki Vandeweghe,Starter,38.63333333333333,13,21,0.619,0,0,,11,12,0.917,1.0,3.0,4,6,0.0,0,0.0,2,37,
1983-10-28T00:00:00,Denver Nuggets,Alex English,Starter,34.56666666666667,10,18,0.556,0,0,,3,5,0.6,3.0,6.0,9,4,0.0,2,3.0,4,23,
1983-10-28T00:00:00,Denver Nuggets,T.R. Dunn,Starter,34.56666666666667,3,6,0.5,0,0,,0,0,,5.0,7.0,12,4,2.0,1,2.0,1,6,
