date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
1993-11-05T00:00:00,Milwaukee Bucks,Ken Norman,Starter,40.66666666666666,10,18,0.556,2,2,1.0,2,2,1.0,5,5,10,3,0,0,3,2,24,
1993-11-05T00:00:00,Dallas Mavericks,Jim Jackson,Starter,41.68333333333333,6,17,0.353,0,2,0.0,5,6,0.833,2,3,5,3,0,0,4,1,17,
1993-11-05T00:00:00,Dallas Mavericks,Jamal Mashburn,Starter,33.55,8,15,0.5329999999999999,1,6,0.16699999999999998,5,9,0.556,1,2,3,5,0,0,1,2,22,
1993-11-05T00:00:00,Orlando Magic,Scott Skiles,Starter,36.6,1,9,0.111,0,1,0.0,5,5,1.0,0,3,3,13,1,1,1,3,7,
1993-11-05T00:00:00,Orlando Magic,Shaquille O'Neal,Starter,31.516666666666666,17,24,0.708,0,0,,8,13,0.615,4,8,12,1,1,1,1,4,42,
1993-11-05T00:00:00,Orlando Magic,Larry Krystkowiak,Starter,22.36666666666667,2,4,0.5,0,0,,1,2,0.5,0,2,2,1,0,0,1,4,5,
1993-11-05T00:00:00,Orlando Magic,Dennis Scott,Reserve,26.43333333333333,5,8,0.625,3,5,0.6,1,2,0.5,0,2,2,2,2,0,0,3,14,
1993-11-05T00:00:00,Orlando Magic,Anthony Bowie,Reserve,16.266666666666666,0,2,0.0,0,0,,2,2,1.0,0,0,0,3,2,1,0,1,2,
1993-11-05T00:00:00,Orlando Magic,Jeff Turner,Reserve,15.25,5,6,0.833,0,0,,0,0,,1,3,4,1,0,0,1,5,10,
1993-11-05T00:00:00,Orlando Magic,Greg Kite,Reserve,14.233333333333333,2,4,0.5,0,0,,0,0,,1,1,2,1,0,0,0,2,4,
1993-11-05T00:00:00,Orlando Magic,Litterial Green,Reserve,3.05,0,1,0.0,0,0,,0,0,,1,0,1,1,0,0,0,0,0,
1993-11-05T00:00:00,Orlando Magic,Keith Tower,Reserve,2.033333333333333,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,
1993-11-05T00:00:00,Washington Bullets,Kevin Duckworth,Starter,41.68333333333333,3,13,0.231,0,0,,3,4,0.75,1,2,3,1,1,1,0,6,9,
1993-11-05T00:00:00,Washington Bullets,Rex Chapman,Starter,39.65,5,14,0.35700000000000004,0,2,0.0,3,4,0.75,1,2,3,6,1,1,1,1,13,
1993-11-05T00:00:00,Washington Bullets,Calbert Cheaney,Starter,28.466666666666665,5,10,0.5,0,1,0.0,0,0,,1,0,1,3,0,1,3,1,10,
1993-11-05T00:00:00,Washington Bullets,Michael Adams,Starter,24.4,2,5,0.4,2,2,1.0,0,0,,0,2,2,5,0,0,2,1,6,
1993-11-05T00:00:00,Washington Bullets,Don MacLean,Reserve,29.48333333333333,8,17,0.47100000000000003,0,1,0.0,3,4,0.75,4,6,10,2,1,1,2,2,19,
1993-11-05T00:00:00,Washington Bullets,Brent Price,Reserve,24.4,1,4,0.25,1,3,0.33299999999999996,2,2,1.0,0,2,2,7,2,0,3,4,5,
1993-11-05T00:00:00,Washington Bullets,Tito Horford,Reserve,6.1,0,0,,0,0,,0,0,,1,0,1,0,0,1,1,2,0,
1993-11-05T00:00:00,Washington Bullets,Kenny Walker,Reserve,4.066666666666666,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,
1993-11-05T00:00:00,Washington Bullets,Mitchell Butler,Reserve,3.05,0,2,0.0,0,0,,0,0,,0,0,0,1,0,0,0,1,0,
1993-11-05T00:00:00,Philadelphia 76ers,Clarence Weatherspoon,Starter,41.68333333333333,8,14,0.5710000000000001,0,0,,4,6,0.667,5,10,15,2,1,2,2,1,20,
1993-11-05T00:00:00,Denver Nuggets,Dikembe Mutombo,Starter,38.63333333333333,11,16,0.688,0,0,,1,2,0.5,5,12,17,1,2,4,0,3,23,
1993-11-05T00:00:00,Denver Nuggets,LaPhonso Ellis,Starter,37.61666666666667,3,18,0.16699999999999998,0,0,,6,10,0.6,4,8,12,2,0,2,2,4,12,
1993-11-05T00:00:00,Denver Nuggets,Bryant Stith,Starter,36.6,0,7,0.0,0,0,,3,4,0.75,1,2,3,5,1,1,1,1,3,
1993-11-05T00:00:00,Denver Nuggets,Bison Dele,Reserve,16.266666666666666,3,6,0.5,0,0,,2,2,1.0,3,2,5,1,0,0,1,3,8,
1993-11-05T00:00:00,Denver Nuggets,Mark Macon,Reserve,12.2,0,4,0.0,0,1,0.0,2,2,1.0,0,2,2,1,1,0,0,3,2,
1993-11-05T00:00:00,Denver Nuggets,Darnell Mee,Reserve,9.15,1,6,0.16699999999999998,0,2,0.0,0,0,,1,0,1,0,0,2,1,1,2,
1993-11-05T00:00:00,Denver Nuggets,Kevin Brooks,Reserve,7.116666666666666,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,1,1,0,
1993-11-05T00:00:00,Denver Nuggets,Rodney Rogers,Reserve,5.083333333333333,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,3,2,
1993-11-05T00:00:00,Houston Rockets,Eric Riley,Reserve,1.0166666666666666,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,0,2,
