date,team,player,role,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
1981-10-30T00:00:00,Golden State Warriors,Joe Barry Carroll,Starter,31.516666666666666,8,14.0,0.5710000000000001,0,0.0,,1,2,0.5,3.0,6.0,9.0,3.0,0.0,2.0,1.0,5.0,17,
1981-10-30T00:00:00,Kansas City Kings,Joe Meriweather,Reserve,19.316666666666666,5,7.0,0.7140000000000001,0,0.0,,5,6,0.833,,,5.0,1.0,0.0,2.0,0.0,5.0,15,
1981-10-30T00:00:00,Kansas City Kings,Steve Johnson,Reserve,17.283333333333335,3,9.0,0.33299999999999996,0,0.0,,1,2,0.5,,,4.0,1.0,0.0,1.0,2.0,5.0,7,
1981-10-30T00:00:00,Kansas City Kings,Larry Drew,Reserve,15.25,1,3.0,0.33299999999999996,0,0.0,,1,1,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,3,
1981-10-30T00:00:00,Kansas City Kings,Kevin Loder,Reserve,4.066666666666666,0,2.0,0.0,0,0.0,,3,4,0.75,,,2.0,0.0,0.0,0.0,0.0,3.0,3,
1981-10-30T00:00:00,Chicago Bulls,Dwight Jones,Starter,30.5,1,5.0,0.2,0,0.0,,6,8,0.75,2.0,3.0,5.0,0.0,1.0,0.0,4.0,4.0,8,
1981-10-30T00:00:00,Chicago Bulls,Ricky Sobers,Reserve,23.38333333333333,3,7.0,0.429,0,0.0,,5,8,0.625,0.0,1.0,1.0,4.0,3.0,0.0,5.0,4.0,11,
1981-10-30T00:00:00,Chicago Bulls,James Wilkes,Reserve,19.316666666666666,5,7.0,0.7140000000000001,0,0.0,,2,3,0.667,5.0,3.0,8.0,1.0,0.0,0.0,0.0,2.0,12,
1981-10-30T00:00:00,Chicago Bulls,Coby Dietrick,Reserve,14.233333333333333,1,4.0,0.25,0,0.0,,0,2,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,2,
1981-10-30T00:00:00,Chicago Bulls,Jackie Robinson,Reserve,11.183333333333335,1,1.0,1.0,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,
1981-10-30T00:00:00,Chicago Bulls,Roger Burkman,Reserve,6.1,0,0.0,,0,0.0,,0,0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0,
1981-10-30T00:00:00,Kansas City Kings,John Lambert,Reserve,20.33333333333333,1,2.0,0.5,0,0.0,,0,1,0.0,,,2.0,0.0,1.0,1.0,1.0,2.0,2,
1981-10-30T00:00:00,Indiana Pacers,Louis Orr,Starter,38.63333333333333,4,10.0,0.4,0,0.0,,0,0,,4.0,2.0,6.0,3.0,4.0,0.0,5.0,3.0,8,
1981-10-30T00:00:00,Indiana Pacers,Mike Bantom,Starter,31.516666666666666,4,6.0,0.667,0,0.0,,6,10,0.6,1.0,6.0,7.0,1.0,1.0,0.0,2.0,4.0,14,
1981-10-30T00:00:00,Cleveland Cavaliers,Don Ford,Reserve,3.05,0,0.0,,0,0.0,,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,
1981-10-30T00:00:00,Philadelphia 76ers,Julius Erving,Starter,29.48333333333333,11,13.0,0.846,0,0.0,,5,6,0.833,2.0,6.0,8.0,6.0,0.0,3.0,1.0,2.0,27,
1981-10-30T00:00:00,Philadelphia 76ers,Maurice Cheeks,Starter,26.43333333333333,8,8.0,1.0,0,0.0,,2,3,0.667,0.0,5.0,5.0,9.0,2.0,1.0,4.0,2.0,18,
1981-10-30T00:00:00,Philadelphia 76ers,Bobby Jones,Starter,25.41666666666667,3,5.0,0.6,0,0.0,,2,3,0.667,1.0,7.0,8.0,6.0,1.0,2.0,0.0,0.0,8,
1981-10-30T00:00:00,Philadelphia 76ers,Darryl Dawkins,Starter,19.316666666666666,6,8.0,0.75,0,0.0,,3,3,1.0,2.0,3.0,5.0,3.0,0.0,0.0,2.0,5.0,15,
1981-10-30T00:00:00,Philadelphia 76ers,Lionel Hollins,Starter,19.316666666666666,4,6.0,0.667,0,0.0,,2,5,0.4,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,10,
1981-10-30T00:00:00,Philadelphia 76ers,Caldwell Jones,Reserve,31.516666666666666,5,7.0,0.7140000000000001,0,0.0,,1,1,1.0,3.0,4.0,7.0,1.0,0.0,3.0,2.0,2.0,11,
1981-10-30T00:00:00,Philadelphia 76ers,Andrew Toney,Reserve,29.48333333333333,2,9.0,0.222,0,0.0,,7,8,0.875,0.0,0.0,0.0,7.0,1.0,1.0,3.0,3.0,11,
1981-10-30T00:00:00,Philadelphia 76ers,Steve Mix,Reserve,25.41666666666667,6,9.0,0.667,0,0.0,,2,3,0.667,2.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,14,
1981-10-30T00:00:00,Indiana Pacers,Billy Knight,Starter,37.61666666666667,10,17.0,0.588,0,0.0,,0,0,,0.0,3.0,3.0,0.0,2.0,0.0,2.0,3.0,20,
1981-10-30T00:00:00,Kansas City Kings,Eddie Johnson,Reserve,20.33333333333333,3,8.0,0.375,0,0.0,,1,4,0.25,,,4.0,0.0,1.0,0.0,2.0,1.0,7,
1981-10-30T00:00:00,Kansas City Kings,Sam Lacey,Starter,12.2,3,4.0,0.75,0,0.0,,0,2,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,6,
1981-10-30T00:00:00,Los Angeles Lakers,Mark Landsberger,,20.33333333333333,0,1.0,0.0,0,0.0,,0,0,,,,8.0,0.0,1.0,0.0,,4.0,0,
1981-10-30T00:00:00,New Jersey Nets,Joe Cooper,Reserve,11.183333333333335,1,2.0,0.5,0,0.0,,0,0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2,
1981-10-30T00:00:00,New Jersey Nets,Ray Tolbert,Reserve,2.033333333333333,0,0.0,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,,,,1.0,0,
1981-10-30T00:00:00,Portland Trail Blazers,Jim Paxson,Starter,30.5,4,9.0,0.444,0,0.0,,5,5,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,4.0,13,
